id_chantier,adresse,code_postal,latitude,longitude
1935,1v place du Louvre,75001,48.85986196770919,2.3407582003454106
179,16 quai des Célestins,75004,48.852251075288436,2.361111711111829
266,2 rue Palatine,75006,48.85082741568995,2.3355862518805535
618,286 rue Saint-Jacques,75005,48.8414191730734,2.341061255341512
2153,3 rue de Lobau,75004,48.85601585232611,2.3529102722171644
2103,13 rue Soufflot,75005,48.846850693680864,2.3424183067168114
1601,57 rue de Rivoli,75001,48.85915039423223,2.345886547300433
1225,9 ter avenue d'Alesia,75014,48.82696732871171,2.3375696306579874
1216,32 boulevard Saint-Michel,75006,48.85005889291598,2.342272317353048
1780,10 rue Clovis,75005,48.846260652607235,2.348836298808021
2260,1 rue François Miron,75004,48.855935380010955,2.3545958192286003
499,2w rue de Médicis,75006,48.84751160873264,2.338563528122298
1632,1 rue du Petit Moine,75005,48.838140824910184,2.3517638668811003
1800,21 rue Valette,75005,48.846968206076816,2.3466143701972357
373,11 place Marcelin Berthelot,75005,48.84909096642036,2.345545561443745
1424,1 rue des Prêtres Saint-Séverin,75005,48.852161397699305,2.3453533543315794
1268,57 rue Cuvier,75005,48.844345023374,2.3562327341215203
1818,1 rue Clovis,75005,48.84589514211321,2.3503066156745476
1350,100P rue de Reuilly,75012,48.84272608852328,2.3911221708486057
1942,35 rue du Chevalier de la Barre,75018,48.887093655149826,2.343423619147647
1128,10 rue de Candie,75011,48.8512624739145,2.3799615971515378
520,20 rue de la Sorbonne,75005,48.848922243534076,2.342952330878467
1297,2w rue de Médicis,75006,48.84751160873264,2.338563528122298
2014,2 boulevard Saint-Germain,75005,48.84953534840025,2.3556380833771002
1975,1v pont Alexandre III,75007,48.86331224240482,2.3136919383416994
938,19 quai de Conti,75006,48.85716252661479,2.337997849297789
1929,62 rue de l'Hôtel de Ville,75004,48.8547230291872,2.3551083969064037
2018,1 rue Sibour,75010,48.87497024922392,2.358492026750847
667,3 place Saint-Germain-des-Prés,75006,48.85403204524764,2.333669512302688
1132,75 rue Réaumur,75002,48.86674474870843,2.349235973578027
1496,92 boulevard de Port-Royal,75005,48.83946794649954,2.338168052831851
1927,1 place Baudoyer,75004,48.85622539393377,2.3551079425587322
1996,1 quai des Célestins,75004,48.8514170998928,2.3619704800941053
2081,6 place Paul Painlevé,75005,48.85033224301176,2.343933230067444
1674,28 place de la Bourse,75002,48.869404937009016,2.341855261113585
585,20 rue de Poissy,75005,48.848902384405804,2.352324120205274
85,48 rue de Rennes,75006,48.85356785226314,2.3327431876100753
590,23 rue Clovis,75005,48.84635814233922,2.347383666411878
2019,70 boulevard de Strasbourg,75010,48.87499144137802,2.357446410739469
1316,10 place du Panthéon,75005,48.84696693029842,2.345870689875416
1883,36 quai des Orfèvres,75001,48.85525619627903,2.343438497758095
1513,118 rue de Rennes,75006,48.84720920915718,2.326866778280166
526,23 quai de Conti,75006,48.85728982372534,2.337354908765181
2162,53 rue de la Harpe,75005,48.85153373834864,2.3438102235894354
1328,138 rue de Grenelle,75007,48.85780821632777,2.316867931924443
2102,160 rue Saint-Jacques,75005,48.847145307402336,2.3433814007768463
